co,no,no2,o3,so2,pm25,pm10,nh3,aqi
1081.37,6.56,17.83,35.1,8.36,15.5,27.5,7.18,57.3
646.39,12.2,2.1,35.62,3.43,38.49,69.85,23.42,107.51
1980.69,0.84,43.34,43.35,4.49,46.61,75.35,8.82,127.91
1555.17,10.96,2.58,25.02,64.63,216.19,383.34,2.94,265.76
87.59,10.07,39.24,35.03,41.87,85.66,146.44,4.2,165.89
79.13,7.86,5.51,40.17,5.29,18.6,36.37,17.46,63.95
140.91,6.36,13.4,60.15,31.57,13.49,32.48,11.98,52.97
1744.47,0.57,33.76,9.76,52.34,54.16,86.9,18.59,146.88
37.92,4.76,180.94,93.01,25.59,8.84,19.64,5.82,36.85
729.34,44.23,22.57,13.14,17.44,206.74,452.2,1.83,256.3
694.93,7.49,2.77,60.9,45.51,107.71,171.88,12.26,177.51
2307.62,5.43,52.13,35.29,30.67,20.71,50.18,9.51,68.49
528.75,7.52,15.93,11.88,2.84,5.97,12.35,9.77,24.88
53.8,10.54,21.54,50.53,9.71,128.24,239.0,1.86,188.32
95.68,14.28,35.09,15.54,6.28,29.53,66.64,3.9,87.41
68.51,5.88,2.17,77.87,48.57,114.18,200.66,2.89,180.92
180.02,11.3,20.22,18.75,6.07,6.72,14.75,11.02,28.01
306.63,39.51,13.33,10.01,4.94,18.19,28.0,11.4,63.06
70.23,20.21,68.16,112.96,41.76,33.29,77.88,7.07,95.47
3662.84,76.73,41.56,38.29,16.64,34.71,67.62,19.44,98.52
55.26,3.83,3.95,66.27,153.57,21.11,45.11,32.81,69.34
3038.61,39.5,71.0,16.76,4.33,61.73,106.26,10.52,153.29
2386.89,3.35,31.49,7.29,6.54,11.39,24.79,14.46,47.44
1552.24,10.52,4.27,126.49,46.82,28.72,65.26,4.3,85.67
142.5,15.37,21.24,32.95,2.62,37.35,73.7,3.58,104.64
674.3,4.43,56.53,49.06,59.36,55.39,117.31,20.28,149.98
59.38,8.07,5.97,56.0,2.86,67.47,131.98,3.08,156.3
1581.87,18.37,79.64,25.32,25.34,10.75,25.75,14.84,44.81
361.05,3.63,4.43,39.69,1.33,7.14,14.27,41.24,29.76
218.33,39.23,9.1,118.53,12.86,118.83,278.27,14.2,183.37
64.35,1.85,7.82,32.27,2.36,46.17,106.25,6.81,126.81
9.81,51.4,79.59,70.36,122.92,15.67,29.93,1.93,57.65
84.96,20.11,12.29,6.73,3.37,156.2,270.24,8.7,205.71
2141.36,6.75,6.28,81.37,4.51,37.18,70.86,20.27,104.21
220.47,4.94,31.35,9.8,23.16,107.69,250.52,6.18,177.5
312.94,4.45,38.91,74.26,5.92,35.43,61.21,20.52,99.82
1078.51,6.45,39.16,45.26,28.22,260.02,526.39,10.64,307.63
6054.17,7.04,15.31,30.67,5.19,191.59,441.82,9.89,241.13
2943.95,25.93,25.91,30.58,4.73,25.82,47.85,5.38,79.44
93.83,52.91,10.48,27.05,11.79,87.49,187.43,1.72,166.86
21.89,9.02,107.21,17.18,2.83,63.14,110.22,4.83,154.03
13896.9,3.17,63.07,28.08,19.6,130.14,209.44,4.79,189.33
12130.61,4.28,59.32,193.73,34.91,12.62,28.95,13.14,51.11
535.22,6.15,44.44,93.86,23.66,65.76,105.15,7.28,155.41
60.0,2.64,33.78,16.5,26.36,95.43,169.05,21.83,171.04
1711.01,2.27,5.79,41.02,1.21,5.7,13.43,9.79,23.77
343.1,60.17,37.84,35.76,7.0,10.14,18.73,4.46,42.26
340.54,10.0,22.52,29.55,9.28,4.31,10.66,3.27,17.96
1543.32,3.21,71.05,14.85,69.78,25.29,62.72,4.04,78.31
666.18,16.72,45.03,47.31,6.06,67.87,120.01,8.68,156.52
68.12,2.27,34.83,65.16,0.77,148.76,229.24,5.09,199.14
247.87,2.47,3.73,16.99,3.65,35.66,78.64,2.52,100.41
1087.6,3.31,18.38,158.29,5.51,168.78,329.29,20.22,218.3
867.29,38.65,11.5,111.9,0.92,8.33,13.33,8.6,34.71
597.66,5.74,25.85,51.34,38.96,6.03,13.31,9.73,25.12
1636.2,0.64,13.26,12.36,1.85,31.33,47.97,3.25,91.26
234.49,24.78,15.24,45.66,20.81,48.62,115.24,2.61,132.97
527.42,5.44,31.79,41.5,3.28,32.05,52.52,6.28,92.81
2.55,1.16,13.04,49.93,74.32,4.19,6.82,0.97,17.46
205.52,5.38,22.68,118.2,8.75,30.29,50.76,16.12,89.04
1268.83,12.44,4.4,28.77,6.86,8.98,22.1,3.65,37.44
224.62,11.07,8.74,170.42,22.96,64.69,141.89,5.65,154.84
200.47,44.63,38.71,45.84,3.64,47.78,109.96,11.32,130.85
84.59,3.15,5.87,26.25,24.3,12.94,24.55,5.9,51.8
1817.19,7.74,69.81,225.77,6.83,19.81,36.38,2.3,66.54
918.46,3.67,53.22,64.32,5.97,11.48,19.92,33.3,47.84
1391.48,1.58,15.36,23.02,10.97,31.1,61.61,1.6,90.78
30.29,17.91,400.0,35.42,3.29,86.07,176.6,0.79,166.11
317.13,11.74,69.62,55.05,9.69,12.36,26.34,17.72,50.55
265.03,9.81,7.77,29.35,18.31,54.82,96.32,1.72,148.54
264.84,11.32,42.36,36.86,0.76,19.49,47.72,25.86,65.85
160.13,3.72,21.45,17.22,45.13,14.99,25.02,10.77,56.19
240.05,2.7,9.24,8.6,32.43,29.75,73.36,9.81,87.88
1442.98,7.67,6.89,36.06,1.32,11.76,17.82,4.18,49.0
22.89,23.6,54.32,37.04,1.09,19.04,37.71,3.24,64.88
5801.91,36.9,11.05,50.49,33.46,10.0,18.33,5.07,41.65
833.61,16.37,18.14,20.89,30.49,236.21,460.4,3.07,285.8
378.61,7.61,8.0,11.33,25.73,34.3,71.03,24.72,97.65
1572.23,9.68,9.51,15.3,2.2,16.45,31.84,3.52,59.33
45.71,7.48,17.69,77.05,109.33,41.02,78.54,12.26,113.86
148.85,2.65,29.61,19.43,4.92,29.6,66.08,20.19,87.55
336.43,7.57,1.51,23.25,16.24,26.55,58.04,3.06,81.01
3128.6,1.94,20.43,25.79,16.48,61.2,142.8,10.77,153.0
376.25,6.53,9.52,20.18,82.39,70.63,123.61,3.02,157.97
792.41,37.94,81.64,19.02,14.16,19.48,41.1,6.21,65.84
166.61,16.82,380.98,16.5,20.07,18.62,38.82,4.67,63.99
837.37,2.94,14.02,101.55,11.11,25.15,47.03,3.69,78.01
4993.34,6.87,3.59,57.06,2.9,3.31,6.58,8.65,13.81
1795.95,3.21,22.58,89.86,0.75,7.28,13.2,2.19,30.32
357.03,6.94,16.36,105.58,12.67,129.91,213.3,18.71,189.21
1111.24,20.93,144.22,5.05,2.24,171.57,294.03,2.51,221.09
959.37,14.2,106.33,43.59,18.55,25.82,41.45,2.08,79.43
862.54,88.6,47.72,20.72,14.56,58.94,128.67,5.74,151.81
2138.65,24.35,11.17,80.92,14.14,45.21,97.68,5.09,124.39
2114.8,9.06,39.56,18.3,3.44,500.0,600.0,10.54,500.0
333.37,14.54,26.18,14.25,42.26,101.45,226.2,8.04,174.21
1056.61,6.03,25.57,10.51,21.54,29.14,45.23,1.45,86.56
227.09,2.39,4.23,25.99,2.95,12.74,30.37,19.82,51.37
101.03,27.27,58.08,68.85,145.8,6.64,15.7,5.6,27.68
269.28,20.27,22.37,40.65,9.46,40.59,78.87,9.41,112.78
359.81,5.81,18.16,12.65,2.46,15.54,32.42,66.83,57.39
33.37,9.72,11.02,185.33,4.9,7.99,19.78,26.75,33.28
1466.3,25.56,9.08,55.68,1.99,17.35,35.25,9.12,61.26
6.35,17.22,27.58,61.68,62.26,11.23,27.01,1.87,46.79
23676.2,1.71,3.49,92.58,44.55,178.96,283.29,1.9,228.48
3838.43,9.43,44.23,8.92,29.59,79.97,135.23,23.62,162.89
272.73,6.25,7.0,15.97,23.6,32.85,63.76,4.94,94.53
409.17,22.49,2.56,63.97,54.49,145.47,303.26,6.24,197.4
635.53,20.72,124.2,17.31,9.11,35.78,82.87,2.35,100.7
166.71,27.62,8.52,26.58,20.23,14.0,34.82,11.54,54.07
538.58,2.42,9.76,31.12,4.6,151.89,286.89,23.14,201.39
325.06,3.37,62.46,11.92,10.13,56.76,87.84,33.9,150.67
350.23,22.51,128.31,24.81,20.91,11.74,27.01,4.72,48.9
529.64,4.09,4.34,68.83,0.3,27.38,57.61,14.08,82.78
56.24,1.61,7.72,59.36,5.79,13.8,23.43,6.72,53.64
428.1,12.59,8.31,80.67,14.85,8.31,16.57,17.82,34.62
515.52,4.27,51.15,74.28,11.1,83.61,187.48,7.36,164.81
489.45,44.25,103.45,45.82,7.08,223.5,507.44,3.24,273.07
291.85,9.94,6.82,43.01,24.7,8.18,16.35,27.66,34.07
2223.39,8.67,82.66,40.56,5.21,58.15,104.97,8.15,151.39
237.35,5.11,9.88,20.05,2.81,17.28,42.74,5.2,61.11
567.36,36.26,28.11,14.53,50.43,20.35,44.02,8.83,67.69
2824.1,10.58,5.63,19.07,42.57,18.31,34.95,3.54,63.33
358.14,4.91,17.78,25.51,5.94,13.96,24.85,11.19,53.99
556.52,3.34,17.97,19.6,11.22,34.76,77.56,6.07,98.63
349.12,6.87,14.66,46.11,33.62,14.43,25.13,3.34,54.99
2581.32,2.78,29.52,38.92,12.84,43.4,72.55,79.59,119.85
274.08,20.67,7.34,42.41,23.02,31.49,63.93,2.7,91.62
2765.65,1.21,8.3,43.87,21.56,26.08,46.68,10.52,79.99
345.37,6.43,31.12,86.19,8.31,13.36,28.45,7.82,52.71
111.14,13.6,76.86,32.89,22.63,18.6,30.1,2.65,63.95
1117.74,10.4,19.63,74.19,3.83,70.48,151.89,5.27,157.89
255.44,3.61,33.24,50.06,19.55,54.65,97.45,1.93,148.11
1023.26,14.3,42.87,81.75,11.15,12.46,18.69,58.35,50.77
6.73,3.05,46.09,120.51,7.9,36.57,59.5,5.65,102.7
406.59,7.23,7.74,52.53,2.73,70.2,170.85,6.15,157.75
202.47,14.18,9.23,35.98,14.27,6.24,14.77,51.69,25.99
81.87,11.74,10.07,35.8,12.76,57.02,98.85,3.24,150.8
175.94,3.76,138.19,22.73,4.45,17.07,38.89,26.96,60.67
170.62,24.47,33.39,22.13,1.79,58.59,123.55,13.36,151.63
375.41,8.06,31.92,68.15,1.69,15.44,38.14,1.02,57.16
51.88,15.53,28.97,15.32,8.98,5.45,10.21,5.1,22.7
648.34,34.09,5.36,120.52,17.6,6.5,14.19,11.43,27.1
3131.67,22.59,139.52,29.33,112.16,34.75,54.33,7.66,98.6
614.86,22.65,32.43,326.9,11.54,42.94,81.42,7.68,118.68
1357.61,8.96,41.4,19.02,1.73,13.41,33.03,4.03,52.8
2083.58,16.35,3.44,40.45,9.5,62.71,127.87,3.62,153.8
2577.91,9.15,43.8,24.99,54.69,6.29,11.24,5.43,26.2
6668.89,2.2,14.07,17.56,5.37,31.0,50.23,52.53,90.55
190.79,10.0,5.35,77.56,46.63,9.86,21.74,2.98,41.1
137.31,9.55,7.74,13.67,15.04,17.26,37.01,4.56,61.06
1306.62,13.25,5.67,19.28,26.48,34.72,65.07,7.61,98.55
1167.24,6.5,5.57,52.93,113.37,14.01,34.33,1.71,54.09
1291.44,3.45,21.34,60.1,1.34,22.54,34.32,11.38,72.41
6863.16,14.25,13.64,10.88,35.72,90.59,163.39,2.04,168.49
410.37,1.99,28.05,52.74,10.87,18.6,45.03,2.49,63.95
764.51,31.78,107.34,36.71,3.9,76.38,139.08,2.37,161.0
92.7,5.86,17.65,15.89,10.8,10.7,18.75,1.43,44.59
9926.68,9.45,2.13,17.62,92.68,56.25,114.42,26.27,150.4
243.52,12.92,15.77,6.51,60.46,139.99,325.31,12.45,194.52
254.09,13.34,66.25,130.84,1.1,2.8,4.48,18.59,11.65
239.82,1.81,18.43,74.61,4.84,14.93,36.46,16.97,56.06
153.34,16.85,92.7,11.81,37.77,58.97,135.35,6.25,151.83
135.08,10.01,31.59,62.75,11.87,27.03,45.44,7.17,82.04
183.91,3.91,3.2,20.92,11.92,48.0,106.17,20.36,131.4
52.0,3.49,22.41,68.84,1.86,18.1,34.12,38.03,62.88
124.22,5.29,27.03,22.27,4.98,36.11,68.69,2.1,101.53
7505.9,2.02,59.17,24.76,2.39,28.34,64.71,91.83,84.85
1216.2,41.36,123.92,26.29,1.68,106.46,262.19,1.98,176.85
1617.85,32.66,49.79,19.57,2.69,42.71,69.47,4.66,118.11
2358.58,11.61,31.2,101.43,4.0,46.41,89.14,7.96,127.42
6318.28,5.91,39.5,67.95,4.89,21.94,43.45,8.72,71.11
28.3,6.07,16.98,36.16,4.43,20.34,38.16,52.66,67.67
63.76,15.77,4.65,75.16,41.45,21.49,40.03,20.33,70.14
120.83,42.86,20.94,9.01,4.1,49.13,76.26,11.17,134.24
199.42,4.18,28.94,12.39,67.45,21.74,47.51,20.81,70.68
257.02,2.42,6.03,48.41,6.82,44.25,85.67,10.44,121.98
206.34,34.73,75.69,59.65,20.64,263.86,447.18,3.76,310.71
560.58,1.24,54.89,41.41,21.44,79.13,183.27,12.01,162.45
425.36,2.7,5.09,7.34,4.15,23.9,55.04,7.91,75.33
136.42,5.77,78.71,14.16,8.22,110.08,218.66,3.18,178.76
15.44,1.55,14.76,46.21,6.66,22.02,39.6,26.12,71.29
90.99,22.47,9.22,230.71,19.05,4.31,9.22,7.0,17.98
177.0,17.41,59.1,87.74,10.44,12.08,21.61,2.41,49.97
278.49,4.16,19.09,116.96,4.96,5.1,8.85,2.82,21.25
74.11,26.57,134.18,43.46,14.05,23.3,51.97,12.62,74.04
193.21,31.48,8.56,43.21,18.31,33.73,51.96,21.1,96.42
73.96,6.6,3.55,14.49,112.17,177.05,282.36,11.96,226.58
334.04,4.71,15.17,70.91,13.22,45.92,69.19,12.02,126.18
80.67,70.78,44.22,31.23,12.33,26.6,43.97,3.29,81.12
112.92,15.2,7.95,57.64,20.37,75.9,119.09,8.11,160.75
56.65,9.55,5.31,33.94,3.9,3.63,9.06,5.31,15.12
320.46,28.89,25.25,41.4,1.54,41.91,74.98,6.08,116.12
109.98,9.99,4.65,30.87,8.38,71.58,118.06,6.61,158.47
1572.11,4.46,27.29,39.63,44.1,7.55,13.14,3.82,31.45
741.57,8.01,14.29,73.7,53.53,103.93,253.2,15.67,175.52
363.3,20.88,32.93,12.03,1.28,46.46,93.85,2.69,127.53
121.97,1.01,5.03,10.03,27.09,21.86,40.77,2.02,70.95
713.93,5.54,73.56,46.56,0.89,62.35,147.98,3.37,153.61
1136.89,29.46,16.73,104.84,21.14,320.76,600.0,17.87,356.32
499.71,4.43,43.1,128.28,19.67,39.72,72.89,10.37,110.6
4471.83,34.68,52.45,12.43,1.54,42.45,72.47,1.24,117.45
803.88,30.41,6.31,23.99,40.45,20.92,39.28,13.43,68.92
1588.29,6.92,48.53,10.14,98.75,14.16,25.72,7.04,54.41
492.92,4.18,4.83,21.32,11.3,75.97,165.41,4.87,160.78
1111.53,5.54,5.1,81.31,14.43,14.07,25.18,5.8,54.22
122.1,106.12,143.17,32.78,71.88,35.57,73.89,1.95,100.18
202.84,48.15,61.06,24.55,3.15,20.54,32.16,8.79,68.11
681.33,8.38,159.76,51.22,3.25,53.46,90.42,2.08,145.13
673.95,4.02,13.87,17.53,4.45,46.23,88.18,5.21,126.96
863.87,8.31,22.25,118.44,12.74,93.46,227.76,5.21,170.0
2101.88,9.43,34.03,33.31,12.7,19.89,37.33,15.96,66.71
47.59,2.13,19.84,24.01,6.27,25.28,54.71,7.69,78.29
93.53,8.0,9.52,52.96,8.49,12.44,21.84,14.97,50.74
569.27,27.73,8.2,70.21,6.38,21.24,34.55,2.24,69.61
136.11,1.22,24.87,118.72,6.75,48.29,75.27,6.63,132.14
50000.0,16.89,6.91,27.99,4.84,70.6,127.46,12.56,157.95
874.44,29.22,6.72,78.95,4.89,13.17,21.83,25.59,52.29
358.71,4.22,29.77,35.91,1.1,79.01,132.27,2.37,162.39
186.2,40.21,18.26,20.31,9.31,128.46,290.42,3.19,188.44
196.32,3.7,51.28,17.79,1.17,50.07,75.9,12.25,136.61
422.09,11.49,13.13,13.77,29.98,216.33,445.16,37.02,265.89
477.22,5.44,11.23,18.3,6.22,15.27,28.71,9.83,56.81
203.35,5.44,30.68,80.85,10.56,9.54,19.14,2.44,39.74
267.81,3.99,8.92,58.29,7.78,5.59,11.53,2.48,23.3
3030.33,14.86,10.4,12.27,9.09,147.83,268.07,8.46,198.64
3218.78,17.27,10.82,8.19,55.48,63.71,114.37,10.57,154.33
588.78,6.93,16.29,13.6,2.41,31.32,69.96,5.92,91.26
53.95,1.9,118.21,17.79,1.74,43.81,103.9,2.51,120.89
904.84,11.06,5.07,25.98,14.06,10.75,18.19,22.23,44.77
4152.32,11.27,73.37,84.63,6.72,382.13,600.0,5.21,405.51
3148.47,5.95,42.0,21.37,18.76,37.68,90.36,12.52,105.49
1213.95,47.81,96.25,127.03,28.79,36.94,68.34,1.25,103.63
3407.16,1.55,400.0,8.64,3.23,68.43,140.37,24.56,156.81
437.06,0.8,84.05,25.06,25.13,53.57,99.62,3.73,145.4
1035.0,3.56,50.69,62.08,3.57,41.42,67.35,28.35,114.89
145.31,15.04,5.41,65.22,13.32,15.02,31.39,13.64,56.27
625.4,2.57,6.13,25.32,2.76,53.06,107.46,1.77,144.13
2964.02,2.77,28.79,73.8,14.28,217.46,370.34,9.45,267.03
166.64,19.13,3.68,63.42,11.88,127.16,248.19,38.73,187.75
110.81,11.73,37.17,19.19,3.24,162.91,374.19,4.06,212.42
466.96,10.77,2.38,42.6,2.39,19.86,41.52,38.8,66.66
287.15,16.14,63.58,58.14,29.99,12.31,19.66,10.87,50.45
1068.19,4.83,14.56,20.32,7.07,29.2,59.8,28.23,86.7
204.41,5.06,22.8,128.44,41.04,35.01,77.12,8.67,99.17
5311.66,16.61,9.5,16.97,6.35,98.91,226.77,6.53,172.87
58.29,1.93,3.01,37.16,58.13,6.1,12.98,46.39,25.4
2645.47,0.87,69.04,12.18,3.9,152.86,252.63,15.2,202.37
128.09,4.79,76.38,35.97,71.33,28.28,62.49,5.84,84.71
27.28,18.74,14.13,14.1,15.02,21.61,47.05,11.29,70.41
576.41,9.54,38.94,26.17,19.68,12.04,18.35,4.2,49.86
275.36,17.41,13.59,9.31,3.65,6.33,12.1,8.23,26.37
76.37,0.98,26.8,62.79,29.23,75.43,138.25,24.43,160.5
32.39,10.13,42.91,44.04,30.47,35.63,77.31,6.28,100.34
398.4,14.21,34.99,79.04,8.25,9.12,15.64,3.08,37.98
1743.68,1.91,76.78,25.07,0.94,9.07,18.96,2.81,37.79
970.13,17.5,33.75,82.03,3.2,23.67,57.12,7.95,74.83
439.25,6.61,20.66,34.17,3.2,175.74,403.82,3.3,225.27
827.39,159.39,9.38,36.25,20.89,25.54,61.85,1.76,78.85
387.29,0.84,12.45,179.69,6.97,7.37,18.26,2.23,30.69
47.25,29.05,45.15,22.47,7.14,25.9,39.13,23.93,79.61
47.88,4.98,4.47,88.41,6.17,25.21,53.52,6.41,78.13
297.45,1.47,60.69,48.61,71.03,2.23,4.27,7.83,9.3
317.04,4.36,15.16,20.96,12.86,31.37,74.02,2.81,91.34
1445.88,9.75,8.86,11.56,15.45,26.29,46.05,4.13,80.44
1256.34,20.85,6.69,14.49,5.79,66.43,164.82,4.0,155.76
999.94,41.35,39.42,81.82,11.76,210.39,444.7,5.6,259.95
264.96,30.63,19.79,132.62,3.78,102.16,234.31,1.41,174.59
50.86,2.81,98.37,35.63,18.4,25.31,40.13,21.97,78.34
748.53,22.88,5.68,37.16,3.08,10.95,18.44,7.27,45.63
886.92,10.93,11.27,61.63,29.76,434.14,600.0,9.04,447.2
11.21,3.84,18.32,35.12,5.04,35.14,53.48,18.44,99.43
115.41,5.98,9.47,79.82,38.02,33.58,77.8,17.08,96.09
143.08,3.63,20.21,41.82,120.15,32.33,48.94,4.16,93.4
481.8,7.67,27.65,36.91,12.2,40.37,87.08,13.52,112.24
120.9,3.56,32.61,18.93,58.79,28.66,53.46,13.39,85.54
381.0,2.64,90.57,15.55,30.02,18.66,39.4,10.13,64.08
294.18,11.93,5.45,2.65,2.18,19.17,42.09,21.35,65.16
317.75,13.86,28.16,88.88,13.92,32.05,59.05,16.44,92.81
137.75,6.13,10.52,29.45,22.23,19.23,30.92,15.29,65.3
154.71,29.01,30.88,24.04,24.96,16.23,25.48,28.94,58.87
79.81,5.69,30.92,6.95,15.09,36.83,76.94,7.6,103.35
713.44,5.46,7.49,19.84,14.86,25.66,51.85,7.83,79.1
950.18,14.3,8.16,17.86,12.26,149.01,334.1,16.76,199.27
126.99,6.47,33.5,17.53,14.29,2.34,4.7,6.18,9.74
3947.98,8.04,20.56,43.22,2.81,98.64,189.64,11.96,172.73
251.66,0.59,16.13,36.52,9.18,115.13,218.53,4.22,181.42
4004.92,7.51,38.78,11.14,2.13,4.16,6.36,0.76,17.35
153.98,1.19,41.75,11.73,6.7,23.51,43.15,13.44,74.48
19.3,2.18,11.83,11.71,6.0,22.84,56.55,1.57,73.05
737.52,1.94,8.57,140.95,5.55,8.11,19.24,3.67,33.77
585.71,2.6,5.69,109.31,3.45,15.21,27.83,16.78,56.68
424.79,4.27,20.77,16.75,16.83,10.91,22.77,16.98,45.45
153.95,4.54,4.84,6.81,8.32,191.0,448.33,23.93,240.54
383.04,14.36,22.19,36.69,7.36,84.41,163.86,0.98,165.23
187.37,9.23,67.82,34.38,2.25,118.1,179.28,9.93,182.98
256.33,1.1,14.11,42.67,8.52,68.15,107.3,5.71,156.66
1425.74,8.03,11.75,59.93,48.17,10.71,21.53,19.85,44.61
531.83,10.16,148.09,47.53,49.06,19.6,48.4,32.34,66.09
1007.2,5.32,90.89,13.56,19.07,54.02,118.48,2.0,146.54
284.92,6.95,9.35,41.9,8.55,9.76,15.33,7.51,40.65
241.53,8.94,23.08,65.57,23.83,67.56,114.13,16.99,156.35
71.51,15.87,27.9,18.56,5.47,26.04,59.15,5.27,79.92
231.58,1.53,24.62,42.1,8.51,22.76,53.3,42.34,72.88
2.77,5.79,123.31,21.28,5.0,67.42,142.78,4.95,156.28
166.45,33.39,21.92,163.52,36.24,51.64,110.73,5.47,140.55
356.8,30.47,25.46,11.46,31.06,23.08,35.28,2.53,73.57
939.65,17.3,39.99,83.49,11.69,105.57,245.81,8.62,176.38
269.61,12.64,66.02,8.7,97.27,11.23,25.71,0.36,46.81
679.6,38.65,51.26,139.0,19.99,61.31,107.85,5.77,153.06
15.34,50.29,34.4,13.29,18.68,59.93,132.36,26.28,152.33
370.46,6.49,4.23,38.54,16.43,24.3,41.67,1.83,76.18
32.48,2.8,12.33,8.99,2.68,45.88,70.68,1.46,126.09
65.86,5.64,45.58,11.25,4.17,9.48,16.12,22.56,39.49
304.68,163.48,25.8,67.91,11.41,83.43,140.05,25.83,164.72
2736.39,1.54,45.88,75.38,11.52,27.53,50.58,1.9,83.1
704.02,4.62,132.58,40.1,24.72,19.63,37.67,41.79,66.17
414.61,1.8,6.19,59.91,5.47,94.54,189.88,11.39,170.57
391.78,8.37,62.67,76.39,13.26,16.37,32.37,21.09,59.17
138.32,2.22,14.43,19.16,13.55,8.1,14.34,3.35,33.74
178.4,6.63,51.18,10.81,14.21,6.98,10.68,32.76,29.09
765.91,1.05,19.27,32.75,12.42,60.7,127.79,5.65,152.74
50.5,13.7,168.51,20.87,2.26,9.2,17.45,5.41,38.35
981.99,25.09,22.88,45.19,0.81,191.48,344.41,11.97,241.02
225.26,5.03,10.59,51.34,3.93,4.13,9.77,4.99,17.2
1391.78,6.46,30.57,19.2,6.44,180.63,405.83,1.61,230.16
1705.55,6.28,27.77,58.17,2.96,40.9,96.42,8.43,113.56
32.8,8.85,62.68,55.89,11.4,30.06,59.97,5.37,88.55
168.62,7.11,31.44,59.07,45.07,19.2,31.32,3.43,65.24
111.8,15.93,238.67,23.9,29.11,49.36,108.41,25.55,134.82
26.6,25.36,17.97,61.8,21.32,31.89,54.41,80.83,92.47
85.73,3.27,18.18,50.2,39.74,99.81,193.76,2.95,173.35
15707.35,5.42,10.98,55.27,4.02,37.12,58.1,9.0,104.08
1006.53,18.2,21.88,126.75,7.04,38.49,89.49,4.96,107.5
7157.61,1.78,25.31,43.04,25.48,23.02,37.43,72.85,73.43
1399.19,1.03,26.61,20.38,6.89,31.28,75.17,12.08,91.16
132.59,9.27,21.48,13.62,7.36,45.05,106.51,18.67,124.0
227.54,12.14,10.92,81.64,113.85,5.99,11.76,24.09,24.95
975.21,3.59,8.32,44.07,13.66,8.6,19.3,8.42,35.84
777.64,4.14,13.8,125.97,101.12,69.63,147.59,6.13,157.45
169.69,3.45,62.9,6.53,1.37,39.29,90.48,33.75,109.51
41.89,3.11,78.01,68.62,5.71,27.55,53.22,16.09,83.16
50000.0,14.78,18.6,26.87,19.9,33.73,77.1,3.17,96.42
326.45,2.27,7.83,24.96,13.63,46.88,92.0,3.58,128.59
247.5,5.67,18.52,17.96,1.03,19.3,47.12,5.0,65.46
478.19,2.99,162.66,68.01,9.25,15.21,30.2,23.55,56.67
280.31,1.72,54.54,54.1,236.9,40.28,79.05,32.25,112.01
484.97,17.64,34.84,13.28,16.38,12.45,28.45,63.54,50.75
2780.6,4.39,52.6,37.79,25.16,49.81,115.64,3.64,135.96
334.68,8.92,93.74,58.26,5.63,6.03,12.4,8.5,25.14
70.52,1.64,6.34,38.18,16.31,92.68,155.68,4.95,169.59
316.57,3.52,13.57,80.34,12.0,53.12,104.53,6.16,144.28
201.02,15.74,11.84,26.26,46.65,42.78,105.58,18.73,118.29
3414.71,98.23,36.13,5.45,44.9,88.47,199.33,7.06,167.37
2337.13,1.02,23.57,38.45,19.87,175.12,404.73,27.55,224.65
474.04,6.04,42.79,38.26,13.27,91.32,139.98,4.41,168.87
59.26,11.16,12.1,42.48,1.62,5.25,10.34,15.51,21.89
64.15,3.99,79.2,80.29,1.56,9.21,19.77,4.75,38.38
412.69,17.28,18.74,6.95,13.44,17.73,41.31,1.18,62.08
668.13,3.11,40.23,27.36,34.8,33.99,52.66,2.66,96.98
230.0,8.62,66.38,15.83,60.23,55.57,130.73,8.37,150.04
196.32,4.38,61.26,12.6,4.19,16.03,32.83,50.48,58.43
165.8,25.01,28.81,31.25,1.99,39.92,67.75,4.67,111.09
389.52,3.76,45.57,58.06,37.32,15.56,28.27,6.24,57.42
11.31,5.2,114.62,42.13,4.58,17.97,32.01,12.06,62.59
77.32,19.02,33.57,19.11,1.84,8.11,16.47,4.06,33.8
157.5,2.64,9.68,29.48,6.74,13.15,20.41,4.56,52.26
2468.23,7.91,35.98,69.68,6.6,8.57,14.21,7.94,35.71
119.02,1.19,19.35,57.2,59.39,12.48,28.86,4.78,50.82
528.85,2.49,1.92,21.28,34.42,94.98,155.06,1.24,170.8
566.69,10.83,31.88,20.21,5.03,12.81,22.21,3.86,51.53
2826.73,2.74,22.57,8.39,65.21,460.53,600.0,13.67,468.36
2680.79,4.29,63.84,23.49,14.15,54.23,109.4,14.1,147.07
370.09,12.1,9.49,8.26,43.51,39.84,90.18,28.11,110.9
197.7,4.14,4.46,173.06,59.9,14.04,27.33,25.93,54.16
149.05,16.82,23.78,16.71,8.89,66.71,152.75,3.0,155.9
281.01,9.17,29.38,80.41,24.18,18.62,39.45,3.51,64.0
210.39,11.42,22.06,141.81,7.48,37.41,60.35,3.66,104.81
925.6,25.56,20.51,39.37,37.19,428.41,600.0,6.35,442.61
757.83,10.17,6.9,30.57,13.58,30.08,58.27,3.96,88.59
980.15,34.43,17.48,11.5,38.57,104.51,198.24,6.21,175.82
2667.58,18.38,14.18,22.12,75.92,16.39,36.78,3.09,59.21
6596.56,4.38,58.72,119.48,23.49,31.98,66.54,16.19,92.65
486.38,26.93,29.35,43.86,10.89,194.57,367.38,2.86,244.12
2098.96,9.62,15.21,33.88,11.11,17.69,29.56,2.72,62.0
